Column1,Scene,Listener,SII,Column2
Scene S07465 listener L0094 sii 0.4861,S07465,L0094,0.4861,07465
Scene S07465 listener L0066 sii 0.5129,S07465,L0066,0.5129,07465
Scene S07466 listener L0002 sii 0.382,S07466,L0002,0.382,07466
Scene S07466 listener L0070 sii 0.3534,S07466,L0070,0.3534,07466
Scene S07466 listener L0039 sii 0.3795,S07466,L0039,0.3795,07466
Scene S07467 listener L0070 sii 0.5317,S07467,L0070,0.5317,07467
Scene S07467 listener L0090 sii 0.487,S07467,L0090,0.487,07467
Scene S07467 listener L0074 sii 0.5046,S07467,L0074,0.5046,07467
Scene S07468 listener L0049 sii 0.4185,S07468,L0049,0.4185,07468
Scene S07468 listener L0001 sii 0.4389,S07468,L0001,0.4389,07468
Scene S07468 listener L0029 sii 0.4327,S07468,L0029,0.4327,07468
Scene S07469 listener L0091 sii 0.5486,S07469,L0091,0.5486,07469
Scene S07469 listener L0073 sii 0.4762,S07469,L0073,0.4762,07469
Scene S07469 listener L0085 sii 0.5811,S07469,L0085,0.5811,07469
Scene S07470 listener L0011 sii 0.6713,S07470,L0011,0.6713,07470
Scene S07470 listener L0100 sii 0.6236,S07470,L0100,0.6236,07470
Scene S07470 listener L0002 sii 0.6709,S07470,L0002,0.6709,07470
Scene S07471 listener L0008 sii 0.4999,S07471,L0008,0.4999,07471
Scene S07471 listener L0014 sii 0.434,S07471,L0014,0.434,07471
Scene S07471 listener L0022 sii 0.5256,S07471,L0022,0.5256,07471
Scene S07472 listener L0065 sii 0.6276,S07472,L0065,0.6276,07472
Scene S07472 listener L0064 sii 0.6337,S07472,L0064,0.6337,07472
Scene S07472 listener L0094 sii 0.6248,S07472,L0094,0.6248,07472
Scene S07473 listener L0029 sii 0.6428,S07473,L0029,0.6428,07473
Scene S07473 listener L0038 sii 0.6568,S07473,L0038,0.6568,07473
Scene S07473 listener L0088 sii 0.6734,S07473,L0088,0.6734,07473
Scene S07474 listener L0017 sii 0.5976,S07474,L0017,0.5976,07474
Scene S07474 listener L0004 sii 0.5583,S07474,L0004,0.5583,07474
Scene S07474 listener L0008 sii 0.5554,S07474,L0008,0.5554,07474
Scene S07475 listener L0065 sii 0.4728,S07475,L0065,0.4728,07475
Scene S07475 listener L0066 sii 0.4772,S07475,L0066,0.4772,07475
Scene S07475 listener L0048 sii 0.468,S07475,L0048,0.468,07475
Scene S07476 listener L0028 sii 0.5279,S07476,L0028,0.5279,07476
Scene S07476 listener L0063 sii 0.5065,S07476,L0063,0.5065,07476
Scene S07476 listener L0004 sii 0.5173,S07476,L0004,0.5173,07476
Scene S07477 listener L0054 sii 0.4756,S07477,L0054,0.4756,07477
Scene S07477 listener L0098 sii 0.4994,S07477,L0098,0.4994,07477
Scene S07477 listener L0068 sii 0.4432,S07477,L0068,0.4432,07477
Scene S07478 listener L0083 sii 0.6695,S07478,L0083,0.6695,07478
Scene S07478 listener L0034 sii 0.5131,S07478,L0034,0.5131,07478
Scene S07478 listener L0082 sii 0.6254,S07478,L0082,0.6254,07478
Scene S07479 listener L0059 sii 0.4909,S07479,L0059,0.4909,07479
Scene S07479 listener L0094 sii 0.5095,S07479,L0094,0.5095,07479
Scene S07479 listener L0041 sii 0.4922,S07479,L0041,0.4922,07479
Scene S07480 listener L0005 sii 0.4835,S07480,L0005,0.4835,07480
Scene S07480 listener L0068 sii 0.4791,S07480,L0068,0.4791,07480
Scene S07480 listener L0080 sii 0.505,S07480,L0080,0.505,07480
Scene S07481 listener L0082 sii 0.5353,S07481,L0082,0.5353,07481
Scene S07481 listener L0098 sii 0.5253,S07481,L0098,0.5253,07481
Scene S07481 listener L0009 sii 0.5733,S07481,L0009,0.5733,07481
Scene S07482 listener L0034 sii 0.512,S07482,L0034,0.512,07482
Scene S07482 listener L0057 sii 0.6623,S07482,L0057,0.6623,07482
Scene S07482 listener L0073 sii 0.5772,S07482,L0073,0.5772,07482
Scene S07483 listener L0031 sii 0.566,S07483,L0031,0.566,07483
Scene S07483 listener L0090 sii 0.5469,S07483,L0090,0.5469,07483
Scene S07483 listener L0034 sii 0.4956,S07483,L0034,0.4956,07483
Scene S07484 listener L0036 sii 0.4441,S07484,L0036,0.4441,07484
Scene S07484 listener L0005 sii 0.5159,S07484,L0005,0.5159,07484
Scene S07484 listener L0034 sii 0.4968,S07484,L0034,0.4968,07484
Scene S07485 listener L0021 sii 0.644,S07485,L0021,0.644,07485
Scene S07485 listener L0049 sii 0.6099,S07485,L0049,0.6099,07485
Scene S07485 listener L0055 sii 0.6152,S07485,L0055,0.6152,07485
Scene S07486 listener L0056 sii 0.4417,S07486,L0056,0.4417,07486
Scene S07486 listener L0053 sii 0.4818,S07486,L0053,0.4818,07486
Scene S07486 listener L0024 sii 0.4894,S07486,L0024,0.4894,07486
Scene S07487 listener L0031 sii 0.4904,S07487,L0031,0.4904,07487
Scene S07487 listener L0091 sii 0.4964,S07487,L0091,0.4964,07487
Scene S07487 listener L0068 sii 0.4553,S07487,L0068,0.4553,07487
Scene S07488 listener L0047 sii 0.4902,S07488,L0047,0.4902,07488
Scene S07488 listener L0010 sii 0.4113,S07488,L0010,0.4113,07488
Scene S07488 listener L0063 sii 0.4967,S07488,L0063,0.4967,07488
Scene S07489 listener L0019 sii 0.7101,S07489,L0019,0.7101,07489
Scene S07489 listener L0090 sii 0.6065,S07489,L0090,0.6065,07489
Scene S07489 listener L0080 sii 0.6143,S07489,L0080,0.6143,07489
Scene S07490 listener L0027 sii 0.2135,S07490,L0027,0.2135,07490
Scene S07490 listener L0063 sii 0.2129,S07490,L0063,0.2129,07490
Scene S07490 listener L0038 sii 0.1935,S07490,L0038,0.1935,07490
Scene S07491 listener L0067 sii 0.489,S07491,L0067,0.489,07491
Scene S07491 listener L0064 sii 0.4899,S07491,L0064,0.4899,07491
Scene S07491 listener L0022 sii 0.5464,S07491,L0022,0.5464,07491
Scene S07492 listener L0089 sii 0.5449,S07492,L0089,0.5449,07492
Scene S07492 listener L0098 sii 0.5535,S07492,L0098,0.5535,07492
Scene S07492 listener L0071 sii 0.5356,S07492,L0071,0.5356,07492
Scene S07493 listener L0097 sii 0.5578,S07493,L0097,0.5578,07493
Scene S07493 listener L0061 sii 0.5699,S07493,L0061,0.5699,07493
Scene S07493 listener L0008 sii 0.5764,S07493,L0008,0.5764,07493
Scene S07494 listener L0100 sii 0.6027,S07494,L0100,0.6027,07494
Scene S07494 listener L0096 sii 0.5446,S07494,L0096,0.5446,07494
Scene S07494 listener L0084 sii 0.6101,S07494,L0084,0.6101,07494
Scene S07495 listener L0039 sii 0.374,S07495,L0039,0.374,07495
Scene S07495 listener L0036 sii 0.4081,S07495,L0036,0.4081,07495
Scene S07495 listener L0082 sii 0.4063,S07495,L0082,0.4063,07495
Scene S07496 listener L0066 sii 0.6626,S07496,L0066,0.6626,07496
Scene S07496 listener L0078 sii 0.6499,S07496,L0078,0.6499,07496
Scene S07496 listener L0038 sii 0.5429,S07496,L0038,0.5429,07496
Scene S07497 listener L0091 sii 0.656,S07497,L0091,0.656,07497
Scene S07497 listener L0013 sii 0.6177,S07497,L0013,0.6177,07497
Scene S07497 listener L0086 sii 0.661,S07497,L0086,0.661,07497
Scene S07498 listener L0019 sii 0.5732,S07498,L0019,0.5732,07498
Scene S07498 listener L0026 sii 0.5022,S07498,L0026,0.5022,07498
Scene S07498 listener L0028 sii 0.5216,S07498,L0028,0.5216,07498
Scene S07499 listener L0051 sii 0.4342,S07499,L0051,0.4342,07499
Scene S07499 listener L0004 sii 0.5063,S07499,L0004,0.5063,07499
Scene S07499 listener L0054 sii 0.4556,S07499,L0054,0.4556,07499
Scene S07500 listener L0019 sii 0.633,S07500,L0019,0.633,07500
Scene S07500 listener L0022 sii 0.6221,S07500,L0022,0.6221,07500
Scene S07500 listener L0097 sii 0.5061,S07500,L0097,0.5061,07500
Scene S07501 listener L0099 sii 0.3978,S07501,L0099,0.3978,07501
Scene S07501 listener L0084 sii 0.4032,S07501,L0084,0.4032,07501
Scene S07501 listener L0097 sii 0.3547,S07501,L0097,0.3547,07501
Scene S07502 listener L0031 sii 0.5315,S07502,L0031,0.5315,07502
Scene S07502 listener L0086 sii 0.4879,S07502,L0086,0.4879,07502
Scene S07502 listener L0068 sii 0.4706,S07502,L0068,0.4706,07502
Scene S07503 listener L0042 sii 0.7781,S07503,L0042,0.7781,07503
Scene S07503 listener L0002 sii 0.6856,S07503,L0002,0.6856,07503
Scene S07503 listener L0061 sii 0.6425,S07503,L0061,0.6425,07503
